Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.4847 0.500819 -0.481815 0.531131	0.424416 0.525785 -0.449975 0.583903	0.390645 0.532202 -0.431037 0.615113	0.351377 0.49597 -0.41524 0.676849	0.342753 0.488768 -0.420127 0.683462	0.355058 0.486233 -0.402084 0.689812	0.441548 0.447553 -0.386338 0.674889	0.456928 0.600218 -0.251718 0.606294	0.11027 0.217168 -0.549975 0.798878	-0.0545017 -0.237384 0.726784 -0.642233	0.0848238 -0.37909 0.662733 -0.640219	0.216731 0.327152 -0.444223 0.805398	0.495012 0.740097 -0.0665889 0.450318	0.804754 0.380987 0.174043 0.42063	0.706808 0.320148 0.236681 0.584731	0.726442 0.30509 -0.500005 0.35944	0.510252 0.485868 -0.327136 0.629728	0.554315 0.412705 -0.366193 0.623146	0.633402 0.34056 -0.576125 0.38846	0.304358 0.605992 -0.284032 0.677839	0.360445 0.580138 -0.42269 0.595695	
0.489283 0.499986 -0.481556 0.52794	0.429582 0.525427 -0.449755 0.580609	0.395938 0.532371 -0.430687 0.611819	0.358041 0.496185 -0.417835 0.671581	0.349641 0.488985 -0.423544 0.677683	0.363059 0.486207 -0.40483 0.684034	0.446847 0.446889 -0.388074 0.670832	0.464137 0.598044 -0.24501 0.605714	0.13309 0.213144 -0.543205 0.801115	-0.0768284 -0.239251 0.722883 -0.643659	0.0655353 -0.386589 0.654475 -0.646465	0.219685 0.326511 -0.452487 0.80024	0.49857 0.734007 -0.0881471 0.45265	0.817676 0.344594 0.172319 0.427747	0.721893 0.283222 0.220936 0.591476	0.727096 0.304836 -0.501321 0.356488	0.508723 0.487931 -0.325838 0.630042	0.554401 0.412944 -0.365666 0.623222	0.625606 0.335331 -0.586832 0.389613	0.270196 0.618996 -0.271409 0.685693	0.317046 0.592728 -0.420209 0.609573	
0.493781 0.498598 -0.482 0.524649	0.435228 0.524662 -0.44999 0.576902	0.402297 0.532215 -0.430778 0.607729	0.367381 0.495601 -0.417557 0.667126	0.359934 0.488341 -0.422918 0.673135	0.373704 0.484883 -0.40482 0.679231	0.454386 0.445275 -0.389571 0.665957	0.474373 0.595881 -0.235032 0.603868	0.16084 0.206696 -0.536223 0.802416	-0.103474 -0.240595 0.721361 -0.641128	0.0337742 -0.388816 0.651916 -0.650144	0.223771 0.325942 -0.456235 0.797206	0.501498 0.726833 -0.108446 0.456566	0.826998 0.309615 0.172052 0.43659	0.740549 0.247398 0.202336 0.591135	0.728487 0.304338 -0.501099 0.35438	0.508809 0.488453 -0.324247 0.63039	0.552653 0.414454 -0.36438 0.624523	0.617643 0.329816 -0.594993 0.394616	0.239011 0.628022 -0.261503 0.692877	0.281867 0.599913 -0.414781 0.623388	
0.497266 0.497233 -0.48386 0.520927	0.440483 0.523887 -0.451536 0.572392	0.408897 0.531991 -0.432365 0.60237	0.37841 0.494666 -0.415889 0.662682	0.372284 0.487433 -0.419835 0.668993	0.3854 0.483207 -0.402279 0.675388	0.461957 0.4434 -0.390218 0.661606	0.48681 0.593423 -0.222905 0.600982	0.190832 0.199035 -0.528643 0.80281	-0.131315 -0.242462 0.722356 -0.634168	-0.0108121 -0.385913 0.658272 -0.646245	0.229463 0.325107 -0.457463 0.795223	0.505635 0.717723 -0.126648 0.4617	0.833013 0.277277 0.172237 0.446701	0.755441 0.214443 0.184829 0.590898	0.731242 0.303055 -0.497876 0.354347	0.51187 0.485639 -0.322301 0.631083	0.550076 0.414746 -0.362704 0.627573	0.60908 0.324871 -0.601705 0.401785	0.211586 0.634449 -0.255078 0.698313	0.250798 0.603151 -0.407193 0.638359	
0.49965 0.496404 -0.486641 0.516831	0.445187 0.523367 -0.454291 0.567022	0.415578 0.531838 -0.435484 0.595649	0.390171 0.493466 -0.414403 0.657669	0.385358 0.48635 -0.416383 0.664521	0.396685 0.481832 -0.398405 0.672125	0.46722 0.44238 -0.389818 0.658822	0.49964 0.591076 -0.210098 0.597368	0.227466 0.183774 -0.52177 0.8014	-0.166036 -0.240718 0.727553 -0.620608	-0.069864 -0.380147 0.673404 -0.630185	0.23733 0.323744 -0.457943 0.793191	0.512703 0.70674 -0.142365 0.466247	0.837114 0.248166 0.171114 0.45648	0.764689 0.18609 0.17041 0.592944	0.734051 0.30277 -0.491714 0.357374	0.518172 0.480228 -0.320677 0.630908	0.547299 0.414888 -0.362481 0.630031	-0.599875 -0.321685 0.606724 -0.410555	0.190065 0.638448 -0.25294 0.701627	0.223334 0.605217 -0.39946 0.651357	
0.501831 0.49542 -0.489158 0.513273	0.449632 0.522494 -0.457108 0.562035	0.422162 0.531168 -0.438863 0.5891	0.401952 0.491853 -0.413572 0.652283	0.398247 0.484853 -0.413526 0.659782	0.406709 0.481554 -0.393449 0.669247	0.469983 0.44291 -0.387551 0.657838	0.514559 0.587434 -0.196804 0.592806	0.260194 0.170906 -0.513901 0.799372	-0.195436 -0.24231 0.733807 -0.603836	-0.119307 -0.383723 0.682687 -0.610296	0.248249 0.319953 -0.459193 0.79066	0.523524 0.694664 -0.154562 0.468483	0.840469 0.224156 0.167145 0.464142	0.770318 0.162616 0.157701 0.596068	0.735945 0.304617 -0.482263 0.364714	0.528799 0.471999 -0.320291 0.628492	0.545324 0.414511 -0.36404 0.631092	-0.590267 -0.321346 0.609798 -0.420081	0.176451 0.64023 -0.255387 0.702672	0.203206 0.604837 -0.397933 0.659188	
0.503605 0.493479 -0.490805 0.511831	0.453281 0.52086 -0.458802 0.559233	0.427731 0.529859 -0.440996 0.584652	0.413585 0.489771 -0.413025 0.646902	0.410934 0.482736 -0.411358 0.654892	0.415489 0.481362 -0.387626 0.667387	0.471264 0.444683 -0.383241 0.65825	0.531558 0.581613 -0.182952 0.587963	0.291062 0.157421 -0.506757 0.796052	-0.22268 -0.244769 0.741372 -0.58384	-0.161101 -0.3918 0.688335 -0.588841	0.262211 0.314133 -0.461048 0.787401	0.537367 0.6829 -0.161844 0.467644	0.844071 0.206543 0.160794 0.468007	0.77372 0.142342 0.144247 0.600241	0.737209 0.307704 -0.468742 0.376991	0.544899 0.459562 -0.321253 0.623446	0.543387 0.413206 -0.366581 0.632147	-0.58144 -0.32455 0.609487 -0.430257	0.172817 0.63892 -0.261892 0.702373	0.195716 0.601526 -0.403354 0.661187	
0.504533 0.490242 -0.490346 0.514461	0.455961 0.518042 -0.458096 0.56025	0.432202 0.527496 -0.440594 0.583804	0.425334 0.486855 -0.411292 0.642575	0.42386 0.479665 -0.408394 0.650753	0.423681 0.480022 -0.380171 0.66749	0.472794 0.446417 -0.376435 0.659905	0.548012 0.574249 -0.168462 0.584416	0.320001 0.14272 -0.500608 0.791595	-0.248248 -0.24727 0.749572 -0.56158	-0.201118 -0.401153 0.692368 -0.565025	0.278686 0.307291 -0.462072 0.783834	0.552578 0.672685 -0.163841 0.464014	0.848328 0.195413 0.153524 0.467529	0.776558 0.128387 0.128897 0.603207	0.736132 0.313062 -0.453678 0.392781	0.566223 0.444737 -0.325639 0.612829	0.540816 0.412813 -0.368591 0.633438	-0.575552 -0.330292 0.604072 -0.441298	0.180674 0.632634 -0.271607 0.702397	0.202084 0.596473 -0.408032 0.660978	
0.504866 0.485323 -0.487697 0.521272	0.458547 0.513544 -0.454835 0.564918	0.436612 0.523512 -0.437586 0.586365	0.43703 0.482608 -0.407165 0.640555	0.436923 0.475211 -0.403145 0.64865	0.431867 0.477008 -0.371217 0.669442	0.474818 0.447172 -0.368253 0.662552	0.562322 0.566321 -0.1535 0.582677	0.346101 0.127458 -0.495285 0.78655	-0.271517 -0.249619 0.757427 -0.53877	-0.239141 -0.409602 0.694567 -0.540939	0.295363 0.300627 -0.460917 0.780986	0.566539 0.664876 -0.161232 0.459324	0.852459 0.190629 0.147343 0.463966	0.781056 0.12141 0.113654 0.601908	0.733005 0.319483 -0.43709 0.411808	0.592813 0.426631 -0.333322 0.596201	0.536117 0.415303 -0.364711 0.638035	-0.573257 -0.337937 0.592761 -0.453662	0.200393 0.620499 -0.28381 0.703047	0.219302 0.587702 -0.406991 0.663981	
0.50564 0.477455 -0.484207 0.53095	0.462276 0.507155 -0.449299 0.572036	0.441667 0.518061 -0.431835 0.591661	0.448752 0.477358 -0.4006 0.640524	0.450059 0.469743 -0.395668 0.648256	0.440782 0.472625 -0.361321 0.672149	0.477531 0.446512 -0.35919 0.666013	0.573412 0.558351 -0.138074 0.583419	0.368909 0.112676 -0.490199 0.781611	-0.291941 -0.252112 0.764187 -0.516941	-0.274171 -0.415241 0.694532 -0.519645	0.311873 0.293997 -0.457964 0.778826	0.578378 0.65962 -0.155755 0.454005	0.85636 0.190437 0.142588 0.458312	0.787925 0.12022 0.0994934 0.595669	0.725551 0.330202 -0.421403 0.432392	0.622607 0.408908 -0.345554 0.570742	0.526433 0.415998 -0.36118 0.647582	-0.5733 -0.346335 0.576447 -0.468068	0.229559 0.602869 -0.297974 0.703607	0.245589 0.582382 -0.396632 0.665733	
0.50867 0.465304 -0.48028 0.54229	0.468889 0.497608 -0.442231 0.580483	0.449271 0.509957 -0.42416 0.598488	0.461096 0.471243 -0.392175 0.641498	0.463516 0.463531 -0.386616 0.648707	0.450738 0.465833 -0.351897 0.67528	0.481853 0.442872 -0.350714 0.669838	0.583143 0.550302 -0.123369 0.584716	0.388424 0.0988729 -0.486021 0.776617	-0.310149 -0.253883 0.768888 -0.498159	-0.304452 -0.415762 0.694407 -0.502245	0.327513 0.288008 -0.453379 0.777325	0.58787 0.656394 -0.148814 0.448788	0.85966 0.193467 0.139217 0.451857	0.795718 0.121854 0.0901305 0.586396	0.71672 0.340475 -0.405967 0.45341	0.652219 0.390015 -0.358638 0.542106	0.511774 0.421591 -0.352016 0.660631	0.573913 0.355707 -0.55462 0.486306	0.266389 0.579905 -0.312795 0.703496	0.278143 0.57881 -0.378939 0.666349	
0.513694 0.450073 -0.477468 0.552791	0.478322 0.487281 -0.434142 0.587611	0.45852 0.501203 -0.415135 0.60516	0.474123 0.464426 -0.382458 0.642839	0.477646 0.456638 -0.37643 0.649335	0.462265 0.458012 -0.342639 0.677595	0.489301 0.43665 -0.343599 0.672206	0.590677 0.544748 -0.107708 0.585448	0.402457 0.0895042 -0.482726 0.772654	-0.323319 -0.255826 0.771013 -0.485342	-0.327719 -0.415754 0.693464 -0.488729	0.340963 0.281863 -0.447355 0.777285	0.594062 0.654446 -0.14105 0.445978	0.861263 0.198582 0.138587 0.446749	0.80301 0.125197 0.0860169 0.576282	0.712549 0.341549 -0.385899 0.47613	0.68141 0.364991 -0.363807 0.519717	0.500389 0.41375 -0.34643 0.677059	0.57449 0.363602 -0.530148 0.506653	0.305048 0.554281 -0.325633 0.702625	0.317432 0.56595 -0.364699 0.667781	
0.520931 0.438582 -0.469661 0.561867	0.488964 0.477465 -0.424784 0.593717	0.469253 0.4921 -0.40563 0.610822	0.485888 0.45784 -0.371425 0.645243	0.490168 0.450142 -0.364872 0.651134	0.474131 0.449443 -0.334243 0.679325	0.498929 0.429804 -0.337922 0.672419	0.59319 0.540655 -0.0938689 0.589072	0.41072 0.0847135 -0.480968 0.769937	-0.330846 -0.257698 0.771994 -0.477659	-0.34319 -0.415888 0.693089 -0.478419	0.351548 0.278495 -0.43776 0.779244	0.596987 0.653365 -0.131705 0.446514	0.86098 0.20492 0.142 0.443347	0.809079 0.129817 0.0868145 0.566571	0.711783 0.338822 -0.374987 0.4878	0.693126 0.35255 -0.36211 0.513966	0.509582 0.389008 -0.348697 0.683673	0.576164 0.367424 -0.505752 0.526545	0.342879 0.527319 -0.335737 0.701177	0.360101 0.543292 -0.357831 0.668669	
0.529947 0.432895 -0.456156 0.568929	0.499964 0.468172 -0.414509 0.599194	0.480932 0.482607 -0.395909 0.615671	0.495294 0.451702 -0.36048 0.648617	0.499658 0.444522 -0.353377 0.654115	0.484839 0.441523 -0.327449 0.680269	0.510199 0.422508 -0.334186 0.67045	0.593456 0.535112 -0.0860072 0.595036	0.41618 0.0820157 -0.482878 0.766091	-0.336601 -0.258132 0.772621 -0.472361	-0.349061 -0.420995 0.690165 -0.473911	0.362105 0.277342 -0.425716 0.781491	0.59861 0.652372 -0.120591 0.448926	0.859678 0.211844 0.148124 0.440608	0.81336 0.135173 0.0918705 0.558331	0.718298 0.327326 -0.368014 0.491398	0.690532 0.346841 -0.349682 0.529707	0.524833 0.366765 -0.343834 0.686886	0.581295 0.365804 -0.481436 0.544521	0.379929 0.498956 -0.34152 0.700044	0.393884 0.518243 -0.354832 0.671099	
0.541319 0.427163 -0.440262 0.575044	0.512213 0.457986 -0.402102 0.605145	0.493716 0.471601 -0.384381 0.62136	0.50337 0.444866 -0.349836 0.652938	0.507259 0.438484 -0.342708 0.658006	0.494918 0.434208 -0.321627 0.680497	0.52251 0.413928 -0.331303 0.667747	0.596666 0.526309 -0.0838913 0.599959	0.420921 0.0801754 -0.490842 0.758599	-0.344052 -0.255402 0.772109 -0.469303	-0.35052 -0.425086 0.685103 -0.47652	0.373875 0.274962 -0.414077 0.783041	0.600931 0.650566 -0.107438 0.451777	0.857547 0.221285 0.154437 0.437943	0.814567 0.140686 0.100746 0.553658	0.731375 0.309342 -0.360914 0.489019	0.678164 0.344259 -0.327775 0.560485	0.533933 0.35995 -0.326469 0.691931	0.589547 0.360159 -0.455846 0.561181	0.41754 0.469173 -0.342618 0.698678	0.411898 0.504751 -0.352302 0.6719	
0.555443 0.415661 -0.425681 0.580951	0.526642 0.445394 -0.387139 0.611879	0.507998 0.458256 -0.370067 0.628482	0.51279 0.435313 -0.33893 0.657781	0.515914 0.429692 -0.332342 0.662379	0.504696 0.427041 -0.3158 0.68058	0.534207 0.405512 -0.328572 0.664998	0.606229 0.512619 -0.0857623 0.601958	0.425501 0.0783196 -0.505153 0.74675	-0.353994 -0.248744 0.770697 -0.467805	-0.353067 -0.424493 0.681247 -0.480678	0.384992 0.270512 -0.40319 0.784884	0.603755 0.64843 -0.0920397 0.454474	0.854388 0.234526 0.160459 0.435053	0.810292 0.155371 0.108803 0.55448	0.745524 0.293516 -0.356236 0.480768	0.656571 0.347971 -0.303269 0.596539	0.538598 0.366712 -0.300766 0.696401	0.600196 0.350836 -0.427756 0.577671	0.45295 0.438994 -0.336669 0.699125	0.417046 0.504057 -0.348005 0.671484	
0.570476 0.39948 -0.41447 0.585822	0.541393 0.431832 -0.371839 0.618183	0.522035 0.444275 -0.354979 0.63568	0.523513 0.423629 -0.327832 0.66257	0.526027 0.418572 -0.321843 0.666716	0.514361 0.420328 -0.308804 0.680733	0.544756 0.399209 -0.325004 0.662001	0.618799 0.496389 -0.0905357 0.60207	0.428117 0.0774481 -0.522671 0.733167	-0.362885 -0.239993 0.769429 -0.46765	-0.353826 -0.423142 0.679004 -0.48447	0.396609 0.264798 -0.392687 0.786372	0.607346 0.645928 -0.0749325 0.456391	0.850533 0.250372 0.16602 0.431677	0.805058 0.172772 0.118433 0.554981	0.760266 0.277216 -0.3486 0.47289	0.63156 0.349771 -0.275737 0.634635	0.540193 0.369363 -0.274076 0.70473	0.611557 0.340316 -0.402782 0.589873	0.474064 0.417304 -0.322344 0.705135	0.426193 0.505487 -0.346545 0.665394	
0.586098 0.386068 -0.402452 0.587769	0.554101 0.419222 -0.358806 0.623284	0.533902 0.431228 -0.34216 0.641808	0.534441 0.411156 -0.318059 0.666455	0.536818 0.406472 -0.312181 0.670187	0.523162 0.413736 -0.301353 0.681404	0.553298 0.393433 -0.322185 0.659749	0.632588 0.480822 -0.0973403 0.599305	0.42857 0.0771158 -0.53982 0.720399	-0.369102 -0.231046 0.769114 -0.467808	-0.353938 -0.419282 0.678784 -0.48804	0.406447 0.258104 -0.382674 0.788507	0.610432 0.642168 -0.0555307 0.460336	0.8443 0.268634 0.173119 0.430143	0.79751 0.193842 0.131419 0.555997	0.772637 0.26473 -0.341479 0.465126	0.603899 0.352625 -0.249691 0.669788	0.538984 0.360063 -0.252795 0.718294	0.614877 0.340677 -0.394591 0.591746	0.47582 0.416423 -0.313616 0.708401	0.446532 0.50344 -0.354262 0.64935	
0.599335 0.376388 -0.389635 0.589333	0.565096 0.407814 -0.348185 0.626994	0.544954 0.419327 -0.332141 0.645656	0.544721 0.400445 -0.310144 0.668381	0.546817 0.396217 -0.30424 0.671894	0.530966 0.407701 -0.295084 0.681748	0.559977 0.388184 -0.319812 0.658376	0.642727 0.466202 -0.105698 0.598654	0.429408 0.0741866 -0.555526 0.708164	-0.375224 -0.22159 0.770486 -0.465248	-0.351466 -0.415082 0.680537 -0.490967	0.418317 0.252594 -0.37334 0.788559	0.615205 0.636501 -0.0345671 0.46389	0.837063 0.287986 0.179722 0.429056	0.789182 0.2152 0.146316 0.556303	0.784204 0.254608 -0.336633 0.454838	0.570202 0.357992 -0.223581 0.704785	0.532438 0.366668 -0.232464 0.726653	0.61235 0.348867 -0.401382 0.584989	0.468689 0.428606 -0.314821 0.705348	0.467141 0.502229 -0.367235 0.628239	
0.607918 0.366043 -0.381917 0.592105	0.573843 0.397538 -0.340925 0.629634	0.554113 0.409039 -0.325255 0.647962	0.552738 0.392735 -0.303831 0.669273	0.554642 0.389004 -0.29767 0.672637	0.538144 0.402311 -0.290467 0.681305	0.56492 0.38396 -0.317823 0.657593	0.648976 0.453045 -0.114586 0.600375	0.428503 0.0710191 -0.568401 0.698757	-0.378317 -0.21339 0.77323 -0.462013	-0.346303 -0.412041 0.683294 -0.493362	0.431276 0.248809 -0.364658 0.786842	0.620151 0.629434 -0.0115692 0.468071	0.827916 0.308757 0.187131 0.429193	0.7795 0.239509 0.162335 0.555574	0.795108 0.245786 -0.330893 0.444862	0.535304 0.361881 -0.197341 0.737258	0.522825 0.371573 -0.213797 0.736803	0.610088 0.35699 -0.411552 0.575304	0.461467 0.442051 -0.318446 0.700165	0.486916 0.496925 -0.378913 0.610249	
0.611269 0.356327 -0.378267 0.596905	0.579387 0.388521 -0.336958 0.632314	0.560848 0.400474 -0.321536 0.649372	0.558529 0.388357 -0.298882 0.669249	0.56051 0.3851 -0.29215 0.672439	0.545415 0.397585 -0.287499 0.679554	0.568778 0.380071 -0.315928 0.65744	0.651729 0.442009 -0.12149 0.60425	0.42526 0.0677932 -0.578384 0.692842	-0.378244 -0.205849 0.776471 -0.460056	-0.340779 -0.40735 0.687002 -0.495948	0.442353 0.247577 -0.356476 0.784828	0.624916 0.621765 0.0126181 0.471942	0.816947 0.331224 0.194408 0.430225	0.766464 0.267776 0.181318 0.554935	0.804576 0.238746 -0.324476 0.436318	0.500368 0.364309 -0.171942 0.766386	0.508584 0.373065 -0.195703 0.75091	0.611765 0.361258 -0.421946 0.563203	0.455132 0.453626 -0.320577 0.695923	0.503672 0.49088 -0.386447 0.596665	
0.61016 0.348836 -0.376884 0.603304	0.581998 0.381154 -0.335757 0.635033	0.565485 0.393661 -0.32065 0.649955	0.562619 0.386297 -0.29511 0.668689	0.56491 0.38334 -0.287505 0.671765	0.553024 0.393732 -0.285895 0.676316	0.572605 0.377235 -0.313797 0.656772	0.651625 0.435886 -0.123299 0.608429	0.418867 0.0641875 -0.585315 0.691258	-0.374801 -0.19772 0.779292 -0.461666	-0.336087 -0.403098 0.689365 -0.499333	0.449599 0.248029 -0.349775 0.783582	0.629462 0.614667 0.0368783 0.473923	0.80446 0.356203 0.20003 0.43122	0.749661 0.301911 0.204251 0.552394	0.811659 0.233913 -0.31797 0.430569	0.466544 0.365684 -0.148646 0.791528	0.488274 0.372078 -0.176886 0.769323	0.615697 0.362788 -0.431931 0.550216	0.450184 0.463211 -0.321894 0.69221	0.518203 0.483759 -0.389993 0.587664	
0.60826 0.344253 -0.375501 0.608694	0.583629 0.375503 -0.335794 0.636881	0.569174 0.388043 -0.321293 0.649796	0.565852 0.384381 -0.29289 0.668041	0.568421 0.381773 -0.284466 0.670989	0.560193 0.391089 -0.284535 0.672513	0.576733 0.375422 -0.311581 0.655251	0.6532 0.434817 -0.120374 0.60809	0.409655 0.0596783 -0.589849 0.693325	-0.368574 -0.188499 0.781798 -0.466276	-0.329692 -0.399438 0.691564 -0.503479	0.455853 0.24645 -0.346965 0.781713	0.633785 0.609412 0.059781 0.47261	0.791815 0.382223 0.203722 0.430617	0.72848 0.3371 0.225742 0.552015	0.815373 0.231703 -0.311715 0.429318	0.434529 0.366617 -0.128236 0.812608	0.464149 0.371699 -0.159711 0.78797	0.621771 0.3614 -0.439045 0.538545	0.447479 0.46924 -0.321224 0.690212	0.530802 0.476451 -0.391134 0.581599	
0.608554 0.343062 -0.373598 0.610242	0.585418 0.372447 -0.33616 0.63684	0.57229 0.384285 -0.32256 0.648664	0.568744 0.38198 -0.292843 0.666982	0.571481 0.379749 -0.283971 0.669747	0.566438 0.389742 -0.283714 0.668397	0.581292 0.374452 -0.309941 0.65255	0.657316 0.43555 -0.116965 0.603781	0.399112 0.0547346 -0.591565 0.698401	-0.360486 -0.179823 0.784276 -0.471832	-0.31435 -0.400513 0.694646 -0.508174	0.462478 0.243264 -0.346439 0.779049	0.637312 0.608121 0.0779497 0.466847	0.782303 0.404944 0.205769 0.426241	0.705448 0.368445 0.248106 0.5523	0.815392 0.231933 -0.305732 0.433441	0.403906 0.367474 -0.110577 0.830419	0.43772 0.373687 -0.146187 0.804604	0.628716 0.358871 -0.443557 0.52838	0.446508 0.472991 -0.319078 0.689275	0.540956 0.468828 -0.39304 0.577137	
0.610022 0.343994 -0.372944 0.60865	0.586781 0.372219 -0.336791 0.635385	0.573946 0.383234 -0.323883 0.647161	0.571006 0.379787 -0.294259 0.665677	0.574093 0.377434 -0.285295 0.668258	0.571419 0.38863 -0.284089 0.664636	0.586593 0.373471 -0.308799 0.6489	0.66192 0.432266 -0.114911 0.601502	0.386912 0.052863 -0.590582 0.706199	-0.349135 -0.174928 0.786928 -0.477754	-0.292024 -0.4015 0.699942 -0.513421	0.467707 0.242877 -0.345536 0.776444	0.638782 0.612043 0.0903231 0.457387	0.777507 0.422044 0.207679 0.41741	0.684683 0.392593 0.270554 0.551254	0.811672 0.235153 -0.300285 0.442404	0.375979 0.369208 -0.095672 0.844495	0.410802 0.377226 -0.137426 0.81857	0.636442 0.356006 -0.444029 0.520615	0.449107 0.47366 -0.315512 0.688768	0.549131 0.464515 -0.396868 0.570242	
0.610826 0.343549 -0.374067 0.607404	0.587433 0.371888 -0.337617 0.634537	0.574538 0.382727 -0.324853 0.646449	0.572406 0.378613 -0.295916 0.664408	0.575927 0.375835 -0.28726 0.666737	0.575715 0.386898 -0.285975 0.661121	0.592721 0.371808 -0.308374 0.644473	0.662174 0.426146 -0.114267 0.605697	0.373442 0.0531741 -0.587229 0.716153	-0.335322 -0.17276 0.789696 -0.483831	-0.267046 -0.40257 0.704442 -0.519986	0.469822 0.247665 -0.343165 0.774705	0.63661 0.620239 0.0990715 0.447454	0.775672 0.433939 0.211715 0.406457	0.669511 0.409359 0.293432 0.545966	0.804966 0.240424 -0.294975 0.455209	0.351952 0.37127 -0.0835048 0.85517	0.38498 0.380755 -0.134552 0.829887	0.645315 0.352314 -0.439579 0.515959	0.45612 0.470086 -0.310442 0.688911	0.554673 0.462478 -0.399862 0.564414	
0.609524 0.341505 -0.376725 0.608221	0.58721 0.370533 -0.339486 0.634538	0.574836 0.381702 -0.326587 0.645917	0.573199 0.378417 -0.297601 0.663081	0.577077 0.375332 -0.289168 0.6652	0.579113 0.385117 -0.288695 0.658003	0.59798 0.370177 -0.309072 0.640206	0.659602 0.418857 -0.114348 0.613521	0.360365 0.0523922 -0.583355 0.726009	-0.322511 -0.169099 0.791359 -0.491063	-0.243163 -0.403007 0.706892 -0.527979	0.468907 0.256635 -0.340476 0.773525	0.629907 0.630887 0.106829 0.440212	0.773835 0.442696 0.219005 0.39653	0.659406 0.42093 0.315066 0.53734	0.795521 0.247634 -0.290674 0.470459	0.332428 0.374517 -0.074506 0.862367	0.361458 0.386689 -0.138907 0.836973	0.653791 0.348466 -0.432654 0.513751	0.466499 0.463575 -0.30613 0.688303	0.558372 0.462364 -0.399446 0.561144	
0.606798 0.339279 -0.379343 0.610561	0.586343 0.368806 -0.341802 0.635103	0.57505 0.380389 -0.328788 0.645384	0.57371 0.378817 -0.299318 0.661637	0.577812 0.375767 -0.290863 0.663574	0.58163 0.383943 -0.291469 0.655241	0.601804 0.368979 -0.310307 0.636707	0.656999 0.413076 -0.113856 0.620289	0.34618 0.0508641 -0.579307 0.73619	-0.309695 -0.162839 0.790747 -0.502287	-0.224196 -0.401203 0.706874 -0.537681	0.464836 0.267111 -0.33866 0.773233	0.61884 0.642915 0.114787 0.436486	0.770265 0.45055 0.229083 0.388867	0.655006 0.428885 0.332042 0.526092	0.783058 0.255827 -0.288043 0.488266	0.317648 0.378835 -0.0700017 0.86642	0.343482 0.390871 -0.14827 0.840985	0.65925 0.34639 -0.429135 0.511123	0.476455 0.458771 -0.306059 0.684725	0.559922 0.464935 -0.396508 0.559557	
