Hips,Spine,Spine1,Spine2,Spine3,Neck,Head,RightShoulder,RightArm,RightForeArm,RightHand,LeftShoulder,LeftArm,LeftForeArm,LeftHand,RightUpLeg,RightLeg,RightFoot,LeftUpLeg,LeftLeg,LeftFoot
0.32237 0.614028 0.64946 0.311848,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.207351 -0.631312 0.163839 0.729114,NaN NaN NaN NaN,-0.305419 -0.09907 0.92965 -0.180709,NaN NaN NaN NaN,-0.552456 -0.307271 -0.602261 0.487503,-0.513569 0.229527 0.823828 0.0698,NaN NaN NaN NaN,NaN NaN NaN NaN,0.542231 0.375953 -0.477781 0.579974,0.467485 0.41936 -0.610558 0.482508,NaN NaN NaN NaN,-0.637002 0.243051 0.698963 0.215882,0.891987 0.263399 -0.35837 0.08094,-0.587363 0.106744 0.716734 0.360422,0.666165 -0.315826 0.534194 0.41366,0.285652 -0.66979 0.220352 0.649022,-0.110212 0.553791 -0.400465 0.721663
0.319693 0.613416 0.649718 0.315253,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.208325 -0.632155 0.163608 0.728157,NaN NaN NaN NaN,-0.300747 -0.106551 0.928833 -0.188326,NaN NaN NaN NaN,-0.54889 -0.311453 -0.603956 0.48678,-0.52363 0.222951 0.819085 0.072143,NaN NaN NaN NaN,NaN NaN NaN NaN,0.537993 0.377955 -0.477788 0.582609,0.462101 0.420442 -0.615132 0.480941,NaN NaN NaN NaN,-0.629675 0.248591 0.706489 0.206362,0.880955 0.293284 -0.350096 0.123838,-0.596414 0.091197 0.715566 0.35205,0.662025 -0.330014 0.526913 0.41854,0.283533 -0.674141 0.213577 0.64771,-0.109807 0.554688 -0.399856 0.721373
0.316696 0.615675 0.649247 0.314844,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.21011 -0.631803 0.164864 0.727666,NaN NaN NaN NaN,-0.297826 -0.11306 0.927499 -0.195607,NaN NaN NaN NaN,-0.545468 -0.316517 -0.604814 0.486293,-0.533866 0.215022 0.814375 0.074475,NaN NaN NaN NaN,NaN NaN NaN NaN,0.535123 0.378138 -0.479148 0.584013,0.455938 0.421904 -0.619778 0.479576,NaN NaN NaN NaN,-0.620407 0.250885 0.716353 0.197459,0.882413 0.309519 -0.332748 0.121756,-0.60522 0.079871 0.721461 0.326839,0.654013 -0.348648 0.515113 0.430547,0.289118 -0.674545 0.215781 0.64408,-0.109626 0.556153 -0.399054 0.720716
0.314484 0.618988 0.648584 0.311918,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.212661 -0.630742 0.16757 0.727228,NaN NaN NaN NaN,-0.29721 -0.118618 0.925458 -0.202788,NaN NaN NaN NaN,-0.542638 -0.321994 -0.605254 0.485316,-0.543965 0.20655 0.809617 0.077199,NaN NaN NaN NaN,NaN NaN NaN NaN,0.535082 0.375152 -0.483542 0.582353,0.449329 0.423314 -0.624491 0.478455,NaN NaN NaN NaN,-0.613855 0.253845 0.723623 0.187389,0.887516 0.308742 -0.33272 0.079315,-0.613208 0.069497 0.730165 0.293266,0.65096 -0.36029 0.509329 0.432465,0.299443 -0.673757 0.223051 0.637679,-0.109661 0.557898 -0.39828 0.71979
0.312883 0.621288 0.648968 0.308134,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.215884 -0.629238 0.171717 0.726613,NaN NaN NaN NaN,-0.298657 -0.123049 0.922906 -0.20954,NaN NaN NaN NaN,-0.540098 -0.327777 -0.605402 0.484091,-0.553778 0.198234 0.804702 0.080547,NaN NaN NaN NaN,NaN NaN NaN NaN,0.534444 0.371925 -0.488602 0.580784,0.442425 0.424484 -0.629201 0.477681,NaN NaN NaN NaN,-0.610258 0.25805 0.72796 0.176267,0.882485 0.315858 -0.341749 0.068274,-0.619043 0.063371 0.738033 0.260917,0.655699 -0.363853 0.510719 0.420518,0.301366 -0.672595 0.224283 0.637567,-0.110017 0.560016 -0.39745 0.718548
0.31119 0.62215 0.650777 0.304269,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.218673 -0.626692 0.176665 0.726793,NaN NaN NaN NaN,-0.301315 -0.126175 0.920192 -0.215724,NaN NaN NaN NaN,-0.537501 -0.333263 -0.605788 0.482752,-0.562825 0.190554 0.799886 0.084257,NaN NaN NaN NaN,NaN NaN NaN NaN,0.531358 0.370816 -0.49246 0.581066,0.435158 0.425391 -0.634045 0.477146,NaN NaN NaN NaN,-0.608369 0.262268 0.730588 0.165357,0.869212 0.347388 -0.331388 0.118215,-0.621748 0.059772 0.745701 0.231922,0.660801 -0.36659 0.514447 0.405336,0.298236 -0.675176 0.218235 0.638409,-0.110629 0.562586 -0.396569 0.716932
0.308109 0.622233 0.654018 0.300259,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.221003 -0.62384 0.181689 0.727303,NaN NaN NaN NaN,-0.304544 -0.127711 0.917548 -0.221468,NaN NaN NaN NaN,-0.535093 -0.337955 -0.606802 0.480888,-0.57089 0.183954 0.795297 0.088026,NaN NaN NaN NaN,NaN NaN NaN NaN,0.527417 0.370999 -0.495504 0.581951,0.42709 0.426606 -0.638866 0.476919,NaN NaN NaN NaN,-0.608529 0.264902 0.732038 0.153754,0.84957 0.382448 -0.315582 0.179923,-0.620464 0.05651 0.755003 0.204454,0.664152 -0.370373 0.517822 0.3919,0.295313 -0.676006 0.213468 0.640498,-0.111393 0.565471 -0.395626 0.715063
0.303523 0.621058 0.659065 0.296301,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.22348 -0.621913 0.186464 0.726988,NaN NaN NaN NaN,-0.307688 -0.127684 0.915216 -0.226725,NaN NaN NaN NaN,-0.532595 -0.341857 -0.608363 0.478927,-0.578195 0.178762 0.790769 0.091754,NaN NaN NaN NaN,NaN NaN NaN NaN,0.523442 0.371362 -0.498241 0.582971,0.418212 0.428506 -0.643453 0.476916,NaN NaN NaN NaN,-0.609837 0.264733 0.733529 0.141245,0.833464 0.40125 -0.320706 0.203676,-0.61432 0.055686 0.766871 0.177256,0.667343 -0.372107 0.521613 0.379618,0.299399 -0.674089 0.216405 0.639635,-0.112035 0.568231 -0.394571 0.713355
0.297616 0.619334 0.665464 0.29156,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.22552 -0.62088 0.190899 0.72609,NaN NaN NaN NaN,-0.310211 -0.126386 0.913279 -0.231769,NaN NaN NaN NaN,-0.52935 -0.345523 -0.610074 0.477715,-0.584725 0.174412 0.786541 0.095029,NaN NaN NaN NaN,NaN NaN NaN NaN,0.518606 0.372815 -0.499885 0.584955,0.408562 0.431279 -0.647673 0.47707,NaN NaN NaN NaN,-0.612763 0.262417 0.734365 0.127931,0.82614 0.408301 -0.336286 0.194152,-0.603899 0.058189 0.780908 0.148666,0.672675 -0.36844 0.527145 0.365893,0.309593 -0.673761 0.22266 0.632946,-0.112088 0.570306 -0.39338 0.712348
0.291205 0.617844 0.672305 0.285437,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.226894 -0.619452 0.195596 0.725631,NaN NaN NaN NaN,-0.311438 -0.124294 0.911986 -0.236304,NaN NaN NaN NaN,-0.525439 -0.349122 -0.611574 0.477499,-0.590745 0.170166 0.782661 0.097499,NaN NaN NaN NaN,NaN NaN NaN NaN,0.512708 0.375953 -0.499808 0.588203,0.398457 0.43485 -0.651398 0.477303,NaN NaN NaN NaN,-0.616985 0.258516 0.734516 0.113953,0.816153 0.419619 -0.346664 0.194003,-0.590672 0.06268 0.795942 0.116852,0.678204 -0.362754 0.531768 0.3545,0.319437 -0.673964 0.228118 0.625856,-0.111483 0.571652 -0.392172 0.71203
0.285234 0.617789 0.678089 0.2778,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.228509 -0.617986 0.200789 0.724956,NaN NaN NaN NaN,-0.311313 -0.121543 0.911271 -0.240618,NaN NaN NaN NaN,-0.521342 -0.352755 -0.612753 0.477808,-0.596361 0.165906 0.779103 0.099135,NaN NaN NaN NaN,NaN NaN NaN NaN,0.50703 0.379155 -0.499313 0.591479,0.388271 0.43889 -0.654679 0.47751,NaN NaN NaN NaN,-0.621796 0.253094 0.734503 0.099087,0.796656 0.440112 -0.351425 0.219413,-0.576458 0.06789 0.810174 0.08188,0.682885 -0.357871 0.534401 0.346428,0.328242 -0.675231 0.231864 0.618513,-0.110615 0.572624 -0.391058 0.711997
0.280547 0.619336 0.681963 0.269523,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.231746 -0.617381 0.206714 0.722775,NaN NaN NaN NaN,-0.310093 -0.118417 0.911044 -0.244579,NaN NaN NaN NaN,-0.516901 -0.356829 -0.613418 0.478753,-0.601486 0.161426 0.776002 0.09989,NaN NaN NaN NaN,NaN NaN NaN NaN,0.502708 0.380971 -0.499675 0.593693,0.378495 0.442778 -0.657702 0.477617,NaN NaN NaN NaN,-0.626604 0.24648 0.734642 0.083163,0.773685 0.461155 -0.356841 0.247815,-0.562472 0.07357 0.822276 0.045557,0.687269 -0.353488 0.536418 0.339062,0.336845 -0.676631 0.235407 0.610974,-0.109864 0.573611 -0.390079 0.711856
0.276149 0.621432 0.684904 0.261667,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.236642 -0.616826 0.213271 0.719751,NaN NaN NaN NaN,-0.308347 -0.11533 0.911007 -0.24837,NaN NaN NaN NaN,-0.511942 -0.361473 -0.613576 0.480392,-0.605989 0.15674 0.773481 0.099685,NaN NaN NaN NaN,NaN NaN NaN NaN,0.499432 0.381761 -0.500453 0.595293,0.369375 0.446236 -0.660516 0.477655,NaN NaN NaN NaN,-0.631599 0.238452 0.734763 0.06593,0.753089 0.476184 -0.369055 0.264394,-0.548237 0.080508 0.832391 0.008891,0.689942 -0.351552 0.53746 0.333959,0.34399 -0.678131 0.237926 0.604318,-0.1092 0.574712 -0.38917 0.711568
0.2715 0.623102 0.687755 0.254999,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.242545 -0.615694 0.220136 0.716682,NaN NaN NaN NaN,-0.306716 -0.112309 0.910973 -0.251875,NaN NaN NaN NaN,-0.50717 -0.366194 -0.613148 0.482421,-0.60995 0.151911 0.771471 0.098575,NaN NaN NaN NaN,NaN NaN NaN NaN,0.496489 0.382443 -0.501 0.596855,0.361038 0.449125 -0.663183 0.477626,NaN NaN NaN NaN,-0.636622 0.229419 0.734654 0.04861,0.733532 0.486161 -0.385779 0.277044,-0.53328 0.08944 0.840748 -0.027509,0.691781 -0.350342 0.539012 0.328884,0.349521 -0.679337 0.239537 0.599132,-0.108407 0.575775 -0.388257 0.711328
0.266487 0.625011 0.690113 0.249178,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.24899 -0.614789 0.226596 0.713227,NaN NaN NaN NaN,-0.305618 -0.109483 0.91089 -0.254735,NaN NaN NaN NaN,-0.502485 -0.371161 -0.612011 0.484965,-0.613389 0.147087 0.769939 0.096502,NaN NaN NaN NaN,NaN NaN NaN NaN,0.49402 0.382943 -0.501213 0.598401,0.353521 0.451432 -0.665693 0.477582,NaN NaN NaN NaN,-0.641772 0.219938 0.733963 0.032459,0.712707 0.495971 -0.399851 0.293567,-0.518658 0.100332 0.846763 -0.06261,0.693575 -0.348201 0.542299 0.321904,0.353624 -0.681111 0.239657 0.594645,-0.107683 0.576898 -0.387306 0.711047
0.261288 0.627667 0.691709 0.243521,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.254751 -0.614782 0.231563 0.709594,NaN NaN NaN NaN,-0.305384 -0.107072 0.910598 -0.257076,NaN NaN NaN NaN,-0.497962 -0.37615 -0.610018 0.488287,-0.616346 0.142013 0.768914 0.093389,NaN NaN NaN NaN,NaN NaN NaN NaN,0.492515 0.382973 -0.501486 0.599393,0.346843 0.453287 -0.667912 0.477623,NaN NaN NaN NaN,-0.646229 0.209083 0.733737 0.017408,0.689295 0.507106 -0.410065 0.315534,-0.505052 0.113196 0.850216 -0.096136,0.695058 -0.346701 0.545621 0.314628,0.357343 -0.682648 0.239522 0.590701,-0.10693 0.578216 -0.386231 0.710674
0.256025 0.630087 0.693315 0.238234,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.259528 -0.614682 0.235803 0.706547,NaN NaN NaN NaN,-0.306125 -0.105342 0.910049 -0.258847,NaN NaN NaN NaN,-0.493613 -0.381235 -0.607116 0.492358,-0.618774 0.13703 0.768375 0.089108,NaN NaN NaN NaN,NaN NaN NaN NaN,0.491291 0.382901 -0.501646 0.60031,0.341029 0.454832 -0.669641 0.47792,NaN NaN NaN NaN,-0.650256 0.199032 0.733162 0.0052,0.664267 0.517571 -0.418195 0.340563,-0.49269 0.12787 0.851112 -0.128508,0.696404 -0.346423 0.548024 0.307704,0.362031 -0.683602 0.240486 0.586334,-0.10621 0.579669 -0.385066 0.710231
0.250417 0.631477 0.695716 0.233469,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.263964 -0.613664 0.240387 0.70424,NaN NaN NaN NaN,-0.307885 -0.1046 0.909082 -0.260453,NaN NaN NaN NaN,-0.489979 -0.385867 -0.603603 0.496679,-0.6205 0.132108 0.768453 0.083708,NaN NaN NaN NaN,NaN NaN NaN NaN,0.489325 0.383702 -0.500971 0.601965,0.336111 0.456146 -0.670746 0.478603,NaN NaN NaN NaN,-0.653882 0.190344 0.732255 -0.003168,0.6393 0.526372 -0.424305 0.366323,-0.482017 0.144298 0.849369 -0.159406,0.698192 -0.345773 0.550504 0.299859,0.367183 -0.684326 0.241712 0.581765,-0.105482 0.581142 -0.383896 0.709768
0.244775 0.631702 0.698835 0.229493,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.267561 -0.612593 0.244707 0.702324,NaN NaN NaN NaN,-0.310413 -0.105031 0.907739 -0.261957,NaN NaN NaN NaN,-0.487138 -0.389887 -0.599788 0.500938,-0.621274 0.127726 0.769229 0.077401,NaN NaN NaN NaN,NaN NaN NaN NaN,0.486461 0.385872 -0.499115 0.604436,0.332096 0.457358 -0.671027 0.479854,NaN NaN NaN NaN,-0.656671 0.182331 0.731756 -0.008488,0.613119 0.533092 -0.42935 0.394406,-0.473853 0.162418 0.844711 -0.188538,0.700112 -0.344595 0.553037 0.291972,0.372058 -0.685436 0.242312 0.577092,-0.10463 0.582414 -0.382699 0.709498
0.239497 0.632482 0.701269 0.225452,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.270595 -0.612301 0.248269 0.700163,NaN NaN NaN NaN,-0.313338 -0.106668 0.906104 -0.263471,NaN NaN NaN NaN,-0.484883 -0.393122 -0.595854 0.505274,-0.621237 0.124184 0.770498 0.070538,NaN NaN NaN NaN,NaN NaN NaN NaN,0.48358 0.38866 -0.496536 0.60708,0.3289 0.458743 -0.670224 0.48185,NaN NaN NaN NaN,-0.657928 0.174366 0.732518 -0.012015,0.585867 0.533468 -0.439573 0.423022,-0.469875 0.186993 0.835982 -0.213037,0.700959 -0.344672 0.554813 0.286427,0.376823 -0.686914 0.242412 0.57218,-0.103329 0.583373 -0.381425 0.709587
0.235197 0.634411 0.702258 0.221446,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.273673 -0.611924 0.251935 0.697983,NaN NaN NaN NaN,-0.316203 -0.109175 0.90423 -0.265451,NaN NaN NaN NaN,-0.482681 -0.395924 -0.591863 0.509864,-0.620419 0.121758 0.772165 0.063378,NaN NaN NaN NaN,NaN NaN NaN NaN,0.481458 0.391498 -0.493682 0.609266,0.326442 0.460371 -0.668261 0.484686,NaN NaN NaN NaN,-0.658368 0.169047 0.733355 -0.012853,0.566949 0.523046 -0.459814 0.439957,-0.467675 0.2145 0.825393 -0.232373,0.701269 -0.34567 0.555912 0.282306,0.380664 -0.688776 0.241327 0.567842,-0.101913 0.584305 -0.37991 0.709837
0.230508 0.63631 0.703285 0.217634,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.277127 -0.61027 0.256596 0.696368,NaN NaN NaN NaN,-0.318679 -0.111901 0.902198 -0.268254,NaN NaN NaN NaN,-0.480311 -0.398422 -0.587775 0.51486,-0.618756 0.120081 0.774337 0.055887,NaN NaN NaN NaN,NaN NaN NaN NaN,0.479608 0.394551 -0.490131 0.611618,0.324682 0.462216 -0.665154 0.488373,NaN NaN NaN NaN,-0.6592 0.165925 0.733347 -0.011252,0.560175 0.499637 -0.488874 0.444487,-0.464613 0.243909 0.814465 -0.247568,0.701612 -0.34646 0.557252 0.277807,0.38343 -0.69142 0.238078 0.564126,-0.100418 0.585423 -0.378077 0.710108
0.225463 0.637245 0.705087 0.214331,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.27978 -0.608924 0.260479 0.695043,NaN NaN NaN NaN,-0.320611 -0.114784 0.900108 -0.271734,NaN NaN NaN NaN,-0.478309 -0.400637 -0.583426 0.519927,-0.616668 0.11894 0.776703 0.048018,NaN NaN NaN NaN,NaN NaN NaN NaN,0.477851 0.398127 -0.485752 0.614164,0.323576 0.464379 -0.660898 0.492813,NaN NaN NaN NaN,-0.660567 0.167461 0.731829 -0.005894,0.562988 0.46256 -0.52601 0.43863,-0.460195 0.274477 0.80351 -0.259335,0.7022 -0.346269 0.559325 0.272338,0.388657 -0.693179 0.237327 0.55868,-0.099091 0.586821 -0.375858 0.710319
0.220345 0.637741 0.707183 0.21125,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.281575 -0.608707 0.262961 0.693572,NaN NaN NaN NaN,-0.322008 -0.117532 0.897955 -0.275995,NaN NaN NaN NaN,-0.476759 -0.402795 -0.578622 0.525027,-0.614012 0.118313 0.779352 0.040015,NaN NaN NaN NaN,NaN NaN NaN NaN,0.477039 0.401576 -0.48087 0.616388,0.323142 0.466885 -0.65556 0.497834,NaN NaN NaN NaN,-0.662454 0.172842 0.728886 0.002221,0.559538 0.43172 -0.554947 0.438827,-0.452838 0.301685 0.795092 -0.267867,0.702822 -0.345405 0.561816 0.266644,0.395878 -0.695389 0.237616 0.550685,-0.097404 0.588233 -0.37347 0.710644
0.216104 0.639249 0.708087 0.208021,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.283445 -0.608557 0.26544 0.691996,NaN NaN NaN NaN,-0.32259 -0.12028 0.895796 -0.281101,NaN NaN NaN NaN,-0.475863 -0.404726 -0.573385 0.530077,-0.610985 0.118168 0.782115 0.03211,NaN NaN NaN NaN,NaN NaN NaN NaN,0.476188 0.405608 -0.474735 0.619155,0.323557 0.469506 -0.649369 0.503184,NaN NaN NaN NaN,-0.667101 0.180172 0.722766 0.011106,0.548 0.421383 -0.566189 0.448957,-0.44328 0.323623 0.790331 -0.2723,0.703119 -0.34553 0.563347 0.262437,0.403984 -0.697483 0.238653 0.541626,-0.095258 0.58996 -0.370507 0.711054
0.212509 0.641642 0.707915 0.20492,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.285225 -0.607058 0.268686 0.691329,NaN NaN NaN NaN,-0.322371 -0.122552 0.893714 -0.286937,NaN NaN NaN NaN,-0.475411 -0.40654 -0.567905 0.534971,-0.60768 0.118335 0.784934 0.024492,NaN NaN NaN NaN,NaN NaN NaN NaN,0.474316 0.410323 -0.467081 0.623294,0.324871 0.471995 -0.642443 0.508868,NaN NaN NaN NaN,-0.673943 0.189062 0.713908 0.019769,0.531777 0.415796 -0.574014 0.463502,-0.432773 0.340705 0.788912 -0.272481,0.703173 -0.346968 0.563671 0.259685,0.410295 -0.700248 0.237634 0.533704,-0.092265 0.59216 -0.367093 0.71139
0.209168 0.643343 0.708023 0.202639,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.287616 -0.605987 0.272065 0.689955,NaN NaN NaN NaN,-0.321473 -0.124592 0.891705 -0.293248,NaN NaN NaN NaN,-0.475092 -0.408549 -0.562224 0.539703,-0.604099 0.118724 0.787826 0.017304,NaN NaN NaN NaN,NaN NaN NaN NaN,0.473168 0.414863 -0.458943 0.627194,0.327228 0.474308 -0.634759 0.514816,NaN NaN NaN NaN,-0.681089 0.195187 0.705243 0.025542,0.521214 0.412653 -0.577324 0.474078,-0.425237 0.355042 0.78798 -0.268711,0.703499 -0.347807 0.56441 0.25605,0.414538 -0.703398 0.234259 0.527743,-0.088014 0.594863 -0.363394 0.711573
0.205584 0.643527 0.709236 0.201475,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.289464 -0.606354 0.274301 0.687971,NaN NaN NaN NaN,-0.320082 -0.126463 0.889752 -0.299828,NaN NaN NaN NaN,-0.474894 -0.410476 -0.556568 0.544259,-0.600241 0.119412 0.790787 0.010393,NaN NaN NaN NaN,NaN NaN NaN NaN,0.472871 0.419173 -0.450397 0.630738,0.330659 0.47629 -0.626331 0.521077,NaN NaN NaN NaN,-0.684132 0.192284 0.703136 0.02428,0.520267 0.409934 -0.576477 0.478488,-0.423201 0.366856 0.785486 -0.263304,0.703926 -0.347552 0.566182 0.251266,0.418228 -0.706767 0.230075 0.522141,-0.082724 0.598287 -0.359552 0.711288
0.202203 0.643998 0.71015 0.200168,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.290746 -0.606376 0.276733 0.686436,NaN NaN NaN NaN,-0.318543 -0.128108 0.887762 -0.30659,NaN NaN NaN NaN,-0.475317 -0.411863 -0.551222 0.548267,-0.596219 0.120482 0.793722 0.003616,NaN NaN NaN NaN,NaN NaN NaN NaN,0.472198 0.42352 -0.441058 0.634923,0.33501 0.478085 -0.617024 0.527715,NaN NaN NaN NaN,-0.68543 0.181516 0.704994 0.014909,0.530087 0.40077 -0.577804 0.47385,-0.426368 0.371273 0.783117 -0.259028,0.703907 -0.347649 0.567634 0.247883,0.423214 -0.710706 0.226074 0.514468,-0.076696 0.602579 -0.355309 0.710473
0.198943 0.647404 0.708811 0.197172,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.293351 -0.605278 0.281272 0.684449,NaN NaN NaN NaN,-0.317005 -0.129036 0.88582 -0.313338,NaN NaN NaN NaN,-0.476291 -0.412978 -0.545894 0.551901,-0.592284 0.121826 0.79646 -0.002961,NaN NaN NaN NaN,NaN NaN NaN NaN,0.471828 0.427494 -0.431384 0.639167,0.34022 0.479574 -0.606994 0.534619,NaN NaN NaN NaN,-0.687382 0.170254 0.706049 0.003844,0.544107 0.392739 -0.577022 0.465563,-0.433579 0.365366 0.782913 -0.256057,0.703452 -0.348458 0.568072 0.247034,0.429428 -0.714654 0.222345 0.505396,-0.069732 0.607686 -0.350328 0.709314
0.194881 0.652588 0.70649 0.192412,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.296031 -0.603561 0.286729 0.682544,NaN NaN NaN NaN,-0.315439 -0.129418 0.883975 -0.319903,NaN NaN NaN NaN,-0.477135 -0.414135 -0.540529 0.555574,-0.588298 0.123358 0.799124 -0.009418,NaN NaN NaN NaN,NaN NaN NaN NaN,0.472068 0.430722 -0.421913 0.643133,0.346192 0.480627 -0.596374 0.541744,NaN NaN NaN NaN,-0.689842 0.163811 0.705181 -0.001785,0.554024 0.395532 -0.56938 0.460889,-0.441156 0.341547 0.788567 -0.258628,0.703243 -0.347879 0.568893 0.246556,0.435669 -0.718535 0.217665 0.49651,-0.061663 0.613708 -0.344377 0.707788
0.188558 0.655516 0.707023 0.186717,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.297641 -0.602404 0.291855 0.680691,NaN NaN NaN NaN,-0.313943 -0.129567 0.882195 -0.326167,NaN NaN NaN NaN,-0.477888 -0.415388 -0.535146 0.559191,-0.584458 0.125098 0.801565 -0.015899,NaN NaN NaN NaN,NaN NaN NaN NaN,0.472352 0.433546 -0.412779 0.646943,0.352895 0.481071 -0.585315 0.549038,NaN NaN NaN NaN,-0.693853 0.157372 0.702705 -0.002832,0.543839 0.417224 -0.552709 0.474001,-0.448854 0.327392 0.79071 -0.257142,0.70382 -0.343697 0.571736 0.244188,0.441579 -0.723269 0.210253 0.487528,-0.052515 0.620992 -0.337244 0.705605
0.18101 0.653795 0.712144 0.180661,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.298151 -0.602324 0.296212 0.678653,NaN NaN NaN NaN,-0.312994 -0.129432 0.880177 -0.332521,NaN NaN NaN NaN,-0.478625 -0.416765 -0.529788 0.562627,-0.580859 0.126849 0.803755 -0.022137,NaN NaN NaN NaN,NaN NaN NaN NaN,0.472358 0.436248 -0.404044 0.650625,0.359957 0.481133 -0.573726 0.55658,NaN NaN NaN NaN,-0.698746 0.14716 0.700068 -0.00155,0.512394 0.446601 -0.532967 0.50393,-0.460601 0.299042 0.795554 -0.25596,0.705065 -0.336241 0.576001 0.240932,0.448809 -0.728926 0.201251 0.476167,-0.042137 0.630285 -0.328202 0.702317
0.176244 0.651093 0.71753 0.173685,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.298274 -0.602757 0.300301 0.676414,NaN NaN NaN NaN,-0.312916 -0.128804 0.877974 -0.338608,NaN NaN NaN NaN,-0.479826 -0.418617 -0.523778 0.565848,-0.57788 0.128434 0.805482 -0.027542,NaN NaN NaN NaN,NaN NaN NaN NaN,0.47128 0.439862 -0.395264 0.654357,0.367221 0.4809 -0.561435 0.564513,NaN NaN NaN NaN,-0.70093 0.136391 0.700066 -0.001427,0.50547 0.459438 -0.522338 0.510471,-0.472818 0.286301 0.797391 -0.242164,0.705995 -0.327899 0.579931 0.240276,0.459387 -0.734191 0.194093 0.460711,-0.029527 0.641535 -0.316514 0.698126
0.175396 0.652136 0.718614 0.165979,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.299349 -0.599979 0.307265 0.675281,NaN NaN NaN NaN,-0.313127 -0.127617 0.875625 -0.344886,NaN NaN NaN NaN,-0.480208 -0.421354 -0.517163 0.569564,-0.575442 0.129486 0.806889 -0.032095,NaN NaN NaN NaN,NaN NaN NaN NaN,0.467879 0.444362 -0.385741 0.65942,0.374273 0.480104 -0.548871 0.572853,NaN NaN NaN NaN,-0.7009 0.128385 0.701603 -0.003011,0.51892 0.459222 -0.516655 0.502897,-0.47015 0.272808 0.803733 -0.241967,0.705086 -0.319832 0.583901 0.244173,0.473461 -0.737664 0.190609 0.441989,-0.015376 0.655227 -0.301029 0.692693
0.175725 0.656592 0.716213 0.158263,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,0.303266 -0.594558 0.317455 0.673612,NaN NaN NaN NaN,-0.312996 -0.125779 0.873463 -0.351107,NaN NaN NaN NaN,-0.480023 -0.424255 -0.51112 0.573012,-0.573439 0.129502 0.808119 -0.036613,NaN NaN NaN NaN,NaN NaN NaN NaN,0.462797 0.449521 -0.37458 0.665912,0.380077 0.479622 -0.535834 0.581709,NaN NaN NaN NaN,-0.697794 0.119189 0.706231 -0.010698,0.539434 0.455784 -0.511967 0.489042,-0.468488 0.270684 0.806163 -0.239481,0.703676 -0.307773 0.590334 0.248238,0.486519 -0.741034 0.185589 0.42394,0.000499 0.671604 -0.28056 0.685736
