Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-2.47056 36.5394 7.61768	-2.30585 39.1593 9.59407	-2.27489 42.7476 10.2361	-2.29171 46.3855 10.4692	-2.24015 50.0269 10.3046	-2.07328 59.5291 8.5386	-1.64898 64.4913 7.97229	-0.908348 56.4491 8.027	4.38614 58.6053 9.87688	9.14263 46.929 10.5354	12.2468 39.1624 6.64052	-3.32751 56.4879 8.00682	-8.89356 58.7485 7.90052	-13.3704 46.9495 8.26821	-15.0593 38.9639 3.96673	1.07628 35.3731 7.41771	3.11492 19.2971 7.41647	4.85329 3.37403 10.1481	-6.09227 35.6136 7.6964	-4.86437 19.5052 8.96383	-3.51067 3.53503 11.638	
-2.48226 36.5382 7.62467	-2.32105 39.1569 9.60304	-2.29198 42.7443 10.2499	-2.31051 46.3818 10.489	-2.26011 50.0233 10.3278	-2.09274 59.5267 8.56848	-1.66876 64.4886 7.99875	-0.926185 56.4474 8.05673	4.36955 58.6007 9.90648	9.1455 46.929 10.503	12.2702 39.1951 6.55978	-3.34532 56.4856 8.03259	-8.90801 58.7536 7.90915	-13.4011 46.9582 8.18083	-15.0762 39.0142 3.79764	1.0649 35.372 7.43033	3.11103 19.2969 7.41923	4.85229 3.37367 10.1482	-6.10414 35.6124 7.69627	-4.87073 19.5047 8.96731	-3.51348 3.53422 11.6375	
-2.49426 36.5369 7.63337	-2.33632 39.1547 9.6131	-2.30927 42.7415 10.264	-2.32954 46.3787 10.5078	-2.28015 50.0203 10.3491	-2.1128 59.5246 8.59455	-1.68771 64.4862 8.0228	-0.944702 56.4459 8.08299	4.35199 58.5958 9.93382	9.14213 46.9273 10.4756	12.2789 39.2239 6.48267	-3.36382 56.4834 8.05544	-8.92306 58.7589 7.91629	-13.4224 46.9642 8.09987	-15.0929 39.0593 3.64472	1.05326 35.3709 7.44416	3.10746 19.2969 7.41942	4.85255 3.37416 10.1487	-6.1162 35.6109 7.69884	-4.87614 19.5036 8.96832	-3.51355 3.53339 11.6375	
-2.50825 36.535 7.64077	-2.35276 39.1513 9.62273	-2.32731 42.7375 10.2769	-2.34858 46.3744 10.5238	-2.29968 50.0162 10.3677	-2.13138 59.5216 8.61914	-1.70608 64.4829 8.04581	-0.961827 56.4434 8.10763	4.335 58.5919 9.95971	9.13354 46.9248 10.4553	12.2739 39.2484 6.4134	-3.3809 56.4804 8.07614	-8.93675 58.7632 7.92132	-13.4298 46.9652 8.0282	-15.1043 39.097 3.51003	1.03929 35.3684 7.45615	3.10368 19.2957 7.41692	4.85177 3.37382 10.1496	-6.13051 35.6098 7.69995	-4.8833 19.5031 8.97041	-3.51539 3.53311 11.6379	
-2.51687 36.5343 7.65007	-2.36525 39.1496 9.63361	-2.3422 42.7353 10.2903	-2.36556 46.3721 10.5398	-2.31805 50.014 10.3857	-2.15066 59.5201 8.64138	-1.72461 64.4814 8.06765	-0.979411 56.4425 8.13011	4.31769 58.5898 9.98288	9.12126 46.9233 10.444	12.2556 39.2715 6.35125	-3.39845 56.4788 8.09548	-8.95161 58.7673 7.92949	-13.425 46.9614 7.96357	-15.108 39.1242 3.39492	1.03133 35.3689 7.47025	3.10057 19.2969 7.41692	4.85091 3.37539 10.1502	-6.13891 35.6079 7.70324	-4.8868 19.5013 8.97045	-3.51415 3.53183 11.6386	
-2.52956 36.5335 7.66056	-2.37924 39.148 9.64527	-2.35726 42.7334 10.3035	-2.38169 46.3702 10.5539	-2.33514 50.0121 10.4013	-2.16811 59.5191 8.66157	-1.74248 64.4804 8.08784	-0.995793 56.442 8.14988	4.30103 58.5904 10.0022	9.10707 46.9241 10.4416	12.2237 39.2919 6.2989	-3.41481 56.4778 8.11313	-8.9657 58.7714 7.94072	-13.4124 46.9553 7.90849	-15.1052 39.1446 3.29843	1.0185 35.3672 7.48391	3.09684 19.2964 7.41488	4.85115 3.37546 10.1488	-6.1519 35.6081 7.70969	-4.89338 19.5014 8.96924	-3.51438 3.53282 11.6396	
-2.53897 36.5332 7.67276	-2.3904 39.1475 9.65788	-2.36989 42.7327 10.3173	-2.3962 46.3694 10.5681	-2.35083 50.0114 10.4165	-2.18534 59.519 8.67978	-1.75862 64.4802 8.10648	-1.01193 56.4423 8.16782	4.28491 58.5921 10.0184	9.09154 46.9257 10.4488	12.1818 39.3102 6.25588	-3.43094 56.4775 8.12975	-8.97992 58.7754 7.95304	-13.3954 46.9479 7.86079	-15.0946 39.1589 3.21641	1.00921 35.3668 7.49927	3.09425 19.2969 7.41251	4.85047 3.37687 10.1503	-6.16139 35.6079 7.71842	-4.89938 19.5008 8.96911	-3.51672 3.53272 11.6406	
-2.55385 36.5321 7.68316	-2.40586 39.1466 9.66808	-2.38588 42.7317 10.328	-2.41283 46.3684 10.5792	-2.36764 50.0104 10.4289	-2.20215 59.5185 8.6949	-1.77537 64.4799 8.12263	-1.02824 56.4421 8.18261	4.26896 58.5946 10.0289	9.07301 46.9273 10.461	12.1299 39.3239 6.22193	-3.44723 56.477 8.14342	-8.99387 58.7804 7.96432	-13.3751 46.9408 7.81652	-15.071 39.1648 3.14918	0.994253 35.3652 7.51149	3.08899 19.2967 7.40877	4.84812 3.37742 10.1493	-6.17642 35.6073 7.7272	-4.9088 19.4999 8.96764	-3.5197 3.53233 11.639	
-2.56656 36.5296 7.69625	-2.41885 39.1445 9.6806	-2.40025 42.7297 10.3404	-2.42867 46.3663 10.5925	-2.38367 50.0083 10.4428	-2.21719 59.5167 8.71001	-1.78947 64.4781 8.13902	-1.04361 56.4402 8.19734	4.25324 58.5961 10.0407	9.05527 46.9283 10.4839	12.0734 39.3354 6.19869	-3.46259 56.4754 8.15817	-9.0073 58.7832 7.97646	-13.3566 46.9325 7.78468	-15.0368 39.1645 3.09829	0.981471 35.3623 7.52586	3.08428 19.2949 7.41287	4.85107 3.37559 10.1482	-6.18924 35.6052 7.73948	-4.91612 19.4973 8.96764	-3.51965 3.53052 11.64	
-2.58065 36.5268 7.70527	-2.43271 39.1423 9.68889	-2.41532 42.7273 10.3493	-2.44492 46.3638 10.6023	-2.39988 50.0059 10.4536	-2.23164 59.5146 8.7229	-1.80338 64.4761 8.15297	-1.05859 56.438 8.20958	4.23791 58.5973 10.05	9.04337 46.9319 10.516	12.0075 39.3416 6.18848	-3.47757 56.4737 8.17034	-9.02132 58.7834 7.98429	-13.3424 46.9229 7.76536	-14.9982 39.1618 3.05896	0.967251 35.359 7.53529	3.07745 19.2927 7.41674	4.85198 3.37343 10.1475	-6.20343 35.6028 7.74867	-4.92308 19.4949 8.96979	-3.51919 3.5286 11.6408	
-2.59186 36.5268 7.71257	-2.44375 39.1426 9.6958	-2.42731 42.7274 10.3574	-2.45853 46.3638 10.6111	-2.41446 50.006 10.463	-2.24667 59.5149 8.73353	-1.81655 64.4764 8.16565	-1.07316 56.4385 8.22016	4.2216 58.6006 10.0622	9.02567 46.9355 10.5512	11.9399 39.3459 6.18881	-3.49213 56.4739 8.18022	-9.0354 58.7843 7.98827	-13.3324 46.9152 7.75793	-14.9511 39.1572 3.03356	0.956035 35.359 7.54241	3.07283 19.2936 7.4146	4.85301 3.37561 10.149	-6.21463 35.6028 7.75648	-4.92954 19.4948 8.97146	-3.52041 3.52873 11.6412	
-2.60625 36.5251 7.71898	-2.45727 39.1408 9.70223	-2.44089 42.7256 10.3643	-2.47237 46.362 10.6176	-2.42894 50.0042 10.4699	-2.26109 59.5135 8.74267	-1.82957 64.4751 8.1764	-1.08667 56.4374 8.22968	4.20528 58.6024 10.0765	9.00297 46.9357 10.5899	11.8705 39.3431 6.20178	-3.50561 56.4724 8.18762	-9.04905 58.7818 7.9877	-13.3254 46.905 7.76516	-14.8992 39.1479 3.02426	0.941372 35.3566 7.54823	3.06721 19.2925 7.4079	4.85209 3.37598 10.148	-6.22921 35.6018 7.76343	-4.93714 19.4941 8.97466	-3.52062 3.52827 11.6417	
-2.62025 36.5236 7.72627	-2.47081 39.1395 9.70922	-2.45486 42.7242 10.3715	-2.48705 46.3607 10.6246	-2.44434 50.0029 10.4769	-2.27593 59.5122 8.7501	-1.84396 64.474 8.18511	-1.10056 56.4363 8.23825	4.18775 58.6045 10.0918	8.97558 46.9348 10.6289	11.8023 39.334 6.22853	-3.51946 56.471 8.19364	-9.06368 58.7776 7.98398	-13.322 46.8941 7.78091	-14.8488 39.1333 3.0307	0.927189 35.3545 7.55556	3.06151 19.2917 7.3996	4.85172 3.37712 10.1474	-6.24335 35.6009 7.77094	-4.94345 19.4937 8.97991	-3.51969 3.52773 11.6428	
-2.63535 36.5215 7.73547	-2.48544 39.1378 9.71784	-2.46979 42.7225 10.3805	-2.50264 46.3589 10.6337	-2.46063 50.0011 10.4853	-2.29096 59.5101 8.75661	-1.85939 64.4719 8.19187	-1.11474 56.4341 8.24682	4.16993 58.6045 10.1081	8.94494 46.9307 10.6682	11.7322 39.3163 6.26619	-3.53359 56.4687 8.19937	-9.07943 58.7704 7.97979	-13.32 46.88 7.80687	-14.7986 39.1109 3.05512	0.911823 35.3515 7.5653	3.05488 19.2901 7.38788	4.84948 3.37797 10.1471	-6.25867 35.5997 7.78003	-4.95186 19.4927 8.98509	-3.52186 3.5266 11.6435	
-2.64935 36.5173 7.74417	-2.49923 39.1341 9.72589	-2.48418 42.7188 10.3885	-2.51781 46.3552 10.6415	-2.4763 49.9973 10.4926	-2.30618 59.5061 8.76257	-1.87381 64.4678 8.19752	-1.12859 56.4303 8.25496	4.15254 58.6034 10.1232	8.91298 46.9247 10.7071	11.6651 39.2905 6.31744	-3.54737 56.4643 8.20407	-9.09524 58.7603 7.9752	-13.3216 46.8643 7.84544	-14.756 39.0844 3.09766	0.897567 35.3464 7.5751	3.05053 19.2866 7.37257	4.84874 3.37748 10.1466	-6.27291 35.5964 7.78817	-4.95808 19.4899 8.99036	-3.52085 3.52359 11.6438	
-2.66395 36.5144 7.75257	-2.51404 39.1312 9.73434	-2.49942 42.7158 10.3974	-2.53348 46.3522 10.6507	-2.49265 49.9943 10.5008	-2.32211 59.5025 8.7677	-1.88908 64.464 8.20116	-1.14354 56.4267 8.26238	4.13494 58.6007 10.1369	8.87733 46.916 10.7447	11.6005 39.2567 6.38066	-3.56227 56.4603 8.20894	-9.11187 58.7513 7.97197	-13.3178 46.8477 7.88755	-14.7165 39.0499 3.15848	0.882686 35.3424 7.58538	3.04588 19.2843 7.35447	4.84756 3.37865 10.146	-6.28783 35.5947 7.79469	-4.96641 19.4884 8.99327	-3.5231 3.52202 11.6429	
-2.67735 36.5119 7.76077	-2.52888 39.1283 9.74315	-2.51456 42.713 10.4053	-2.54852 46.3496 10.6567	-2.50836 49.9917 10.5061	-2.33887 59.4997 8.77179	-1.9045 64.4608 8.20382	-1.15876 56.4242 8.26824	4.11808 58.5966 10.1493	8.83597 46.9033 10.7828	11.5371 39.2164 6.45363	-3.57744 56.4571 8.21208	-9.12969 58.7411 7.97082	-13.3141 46.8297 7.93888	-14.6834 39.0105 3.23659	0.869375 35.3398 7.59606	3.04198 19.2835 7.33406	4.84513 3.38167 10.1464	-6.30129 35.5923 7.79994	-4.97418 19.4863 8.99695	-3.52599 3.51959 11.6417	
-2.69165 36.5095 7.76917	-2.5443 39.1253 9.75235	-2.53036 42.7103 10.4134	-2.56427 46.347 10.6626	-2.52452 49.9891 10.5113	-2.35585 59.4969 8.77597	-1.92057 64.4577 8.20504	-1.1747 56.4216 8.27364	4.10069 58.5934 10.1594	8.79295 46.8913 10.8201	11.478 39.1734 6.5364	-3.59335 56.4539 8.21573	-9.14753 58.7331 7.97255	-13.3058 46.8125 7.98886	-14.6534 38.9646 3.32845	0.854904 35.3365 7.60746	3.0384 19.2821 7.31555	4.84399 3.38349 10.1442	-6.31587 35.5908 7.80473	-4.98164 19.4853 8.99889	-3.52674 3.519 11.6425	
-2.70515 36.5069 7.77717	-2.55929 39.1222 9.76123	-2.54619 42.7073 10.4215	-2.58069 46.3441 10.6691	-2.54118 49.9861 10.5168	-2.37228 59.4936 8.77955	-1.9361 64.4538 8.20515	-1.19062 56.4183 8.27855	4.0834 58.589 10.1694	8.74471 46.8761 10.8572	11.4199 39.124 6.62944	-3.60924 56.4504 8.21928	-9.16459 58.7266 7.9747	-13.2979 46.7974 8.03828	-14.6319 38.9143 3.43368	0.841125 35.3325 7.61975	3.03477 19.2801 7.2988	4.8422 3.38455 10.1439	-6.3298 35.5897 7.8078	-4.98885 19.4846 8.99974	-3.52762 3.51892 11.6438	
-2.71805 36.5059 7.78766	-2.57401 39.1212 9.77175	-2.56166 42.7064 10.4315	-2.59666 46.3433 10.6783	-2.55742 49.9852 10.5243	-2.38838 59.4918 8.78212	-1.94966 64.4515 8.20434	-1.20624 56.4163 8.28331	4.06756 58.5839 10.1783	8.69577 46.8595 10.8918	11.3656 39.0705 6.72894	-3.62483 56.4482 8.22284	-9.18145 58.721 7.97545	-13.2903 46.7838 8.08907	-14.6163 38.8612 3.5503	0.828195 35.3308 7.63436	3.03254 19.2806 7.28084	4.83978 3.38833 10.1443	-6.34289 35.5894 7.81419	-4.99495 19.4843 8.99922	-3.52678 3.51944 11.6443	
-2.73394 36.5032 7.79975	-2.59068 39.1195 9.78269	-2.57865 42.7048 10.4416	-2.61348 46.3417 10.6882	-2.57432 49.9836 10.5325	-2.40496 59.4891 8.78479	-1.96293 64.448 8.2025	-1.22246 56.4134 8.2883	4.05163 58.578 10.186	8.64629 46.8419 10.9252	11.3132 39.0154 6.83143	-3.64103 56.4452 8.22676	-9.19873 58.7149 7.97548	-13.285 46.7705 8.14264	-14.6074 38.8058 3.67729	0.811943 35.3265 7.65047	3.03034 19.279 7.26349	4.83858 3.38977 10.1431	-6.3592 35.5883 7.82322	-5.00343 19.4831 8.99776	-3.52713 3.51906 11.6434	
-2.74785 36.5016 7.81474	-2.60545 39.119 9.79629	-2.59417 42.7045 10.4541	-2.62957 46.3414 10.7004	-2.5908 49.9832 10.5424	-2.42143 59.4873 8.78711	-1.97626 64.4453 8.19934	-1.23886 56.4112 8.29317	4.03571 58.573 10.1928	8.59618 46.8253 10.9585	11.2639 38.9608 6.93873	-3.65743 56.4429 8.23144	-9.2164 58.7091 7.9764	-13.2818 46.7585 8.19589	-14.602 38.7475 3.81335	0.797975 35.3244 7.66826	3.02792 19.2793 7.24619	4.83758 3.39342 10.1431	-6.37324 35.5871 7.83654	-5.01165 19.4815 8.99776	-3.52949 3.51777 11.6421	
-2.75966 36.5001 7.82755	-2.61766 39.1183 9.80797	-2.60815 42.7041 10.4646	-2.64524 46.3411 10.7097	-2.60673 49.9828 10.55	-2.43706 59.4859 8.78944	-1.9901 64.4429 8.19477	-1.25462 56.4095 8.29717	4.02007 58.5687 10.1993	8.54736 46.81 10.9916	11.2149 38.906 7.04978	-3.67318 56.4413 8.23549	-9.23408 58.7025 7.97882	-13.2826 46.7472 8.24977	-14.6057 38.6893 3.95505	0.786227 35.3229 7.68217	3.02448 19.2797 7.23659	4.83678 3.39567 10.1423	-6.38502 35.5855 7.84916	-5.01862 19.4794 8.99816	-3.53022 3.51635 11.6428	
-2.77225 36.4969 7.83876	-2.63048 39.1153 9.81894	-2.62165 42.7012 10.4749	-2.6593 46.3383 10.7185	-2.62092 49.9799 10.5575	-2.45092 59.4824 8.79312	-2.00415 64.4383 8.1897	-1.26838 56.4058 8.30232	4.00558 58.5646 10.2069	8.50152 46.7956 11.0261	11.1694 38.8534 7.1623	-3.68693 56.4375 8.24015	-9.24989 58.6936 7.98308	-13.2839 46.7346 8.30293	-14.6153 38.6291 4.10132	0.773431 35.3189 7.69492	3.02057 19.2775 7.22741	4.83418 3.39553 10.1432	-6.39783 35.5831 7.85902	-5.02453 19.4772 9.00318	-3.52976 3.51431 11.645	
-2.78396 36.4935 7.84916	-2.64224 39.1121 9.82908	-2.63364 42.6982 10.4841	-2.67224 46.3354 10.7259	-2.63435 49.977 10.5638	-2.46422 59.4788 8.79603	-2.01701 64.4337 8.18487	-1.28152 56.402 8.30657	3.99174 58.5601 10.214	8.45744 46.7816 11.0617	11.1266 38.8025 7.27557	-3.70006 56.4337 8.24393	-9.26577 58.6829 7.98614	-13.2895 46.722 8.35887	-14.6325 38.5717 4.24866	0.761275 35.3139 7.70776	3.01936 19.275 7.20844	4.83213 3.39637 10.1431	-6.40997 35.5814 7.86722	-5.03008 19.476 9.00995	-3.52941 3.51285 11.6473	
-2.79805 36.4901 7.85926	-2.6567 39.1093 9.83851	-2.64781 42.6955 10.4928	-2.68591 46.3327 10.7338	-2.64781 49.9742 10.5703	-2.47636 59.4752 8.79795	-2.02943 64.4291 8.1791	-1.29377 56.3981 8.31035	3.97848 58.556 10.2207	8.41679 46.7694 11.0976	11.0864 38.7575 7.38165	-3.71229 56.4299 8.24696	-9.28174 58.6696 7.98692	-13.2956 46.7074 8.4203	-14.6587 38.5168 4.39758	0.746977 35.3096 7.71994	3.01654 19.2733 7.19125	4.8314 3.39805 10.143	-6.42428 35.5788 7.87579	-5.03723 19.474 9.01773	-3.53095 3.51018 11.6476	
-2.81404 36.4875 7.87116	-2.67206 39.1075 9.84921	-2.66261 42.6939 10.5027	-2.69947 46.3311 10.7434	-2.66082 49.9726 10.578	-2.48768 59.4724 8.79953	-2.04119 64.4254 8.17292	-1.30544 56.3948 8.31413	3.96625 58.5526 10.2261	8.3802 46.7592 11.1345	11.0493 38.7166 7.48494	-3.72395 56.4269 8.25028	-9.29733 58.6567 7.98967	-13.3021 46.6938 8.48304	-14.6982 38.4661 4.5483	0.73058 35.3057 7.73294	3.01135 19.2718 7.17809	4.83091 3.39949 10.1425	-6.4406 35.5776 7.88753	-5.04509 19.4731 9.02526	-3.53211 3.50891 11.6488	
-2.83323 36.4861 7.88305	-2.69034 39.1074 9.85938	-2.67983 42.6939 10.5118	-2.71479 46.3312 10.7525	-2.67503 49.9725 10.5852	-2.49907 59.471 8.8001	-2.05435 64.423 8.16431	-1.31769 56.3927 8.31692	3.95352 58.5516 10.2291	8.3451 46.7525 11.1713	11.0121 38.6814 7.5838	-3.73618 56.4255 8.25294	-9.31262 58.6478 7.99329	-13.3092 46.6848 8.54647	-14.7476 38.4223 4.70101	0.710944 35.3028 7.74582	3.0055 19.2719 7.16137	4.82962 3.40303 10.141	-6.46014 35.5776 7.89982	-5.05418 19.4737 9.03273	-3.53234 3.50903 11.6484	
-2.84914 36.4858 7.89675	-2.70501 39.108 9.87175	-2.69368 42.6946 10.5236	-2.72751 46.332 10.7639	-2.68688 49.9732 10.5942	-2.50909 59.4701 8.80129	-2.06684 64.421 8.15455	-1.32857 56.3912 8.32034	3.94259 58.5518 10.2307	8.31568 46.7487 11.2083	10.9788 38.6505 7.67933	-3.74707 56.4245 8.25693	-9.32592 58.6411 8.00058	-13.3175 46.6794 8.61414	-14.8067 38.3858 4.85592	0.694547 35.301 7.75976	3.00004 19.2727 7.14861	4.8295 3.40672 10.1405	-6.47641 35.5787 7.91434	-5.06199 19.475 9.03806	-3.53163 3.51035 11.6491	
-2.86703 36.4838 7.91184	-2.72094 39.1072 9.88517	-2.70803 42.694 10.5357	-2.74013 46.3314 10.7749	-2.69835 49.9726 10.6029	-2.51887 59.4679 8.8019	-2.07966 64.4174 8.14263	-1.33959 56.3882 8.32277	3.93126 58.5523 10.2301	8.28853 46.7464 11.2447	10.946 38.624 7.7678	-3.75812 56.4222 8.2609	-9.33867 58.6352 8.01029	-13.325 46.6748 8.68064	-14.8734 38.353 5.00954	0.675975 35.297 7.7746	2.99468 19.2719 7.13078	4.82812 3.40949 10.1392	-6.49479 35.5787 7.931	-5.07157 19.4748 9.04111	-3.53093 3.51066 11.6492	
-2.88433 36.4805 7.92564	-2.73685 39.1045 9.89802	-2.72297 42.6916 10.5473	-2.75352 46.3291 10.7851	-2.71038 49.9701 10.6111	-2.5285 59.4642 8.8031	-2.09199 64.4121 8.13081	-1.3505 56.3837 8.32563	3.91971 58.5519 10.2299	8.26431 46.7445 11.2797	10.9171 38.6017 7.84717	-3.76905 56.4185 8.26488	-9.35135 58.6279 8.02217	-13.3352 46.67 8.74948	-14.9473 38.3249 5.15962	0.658193 35.2923 7.78813	2.99026 19.2704 7.11493	4.82794 3.41123 10.138	-6.51243 35.5768 7.94584	-5.0813 19.4729 9.04657	-3.53296 3.50869 11.6493	
-2.90054 36.4755 7.94204	-2.75128 39.1003 9.91329	-2.73641 42.6877 10.5608	-2.76588 46.3253 10.7973	-2.72184 49.9662 10.6213	-2.53783 59.4587 8.80559	-2.10481 64.4049 8.1183	-1.36153 56.3774 8.32945	3.90782 58.5505 10.2306	8.24205 46.7421 11.3129	10.8898 38.5816 7.9186	-3.78012 56.4131 8.27096	-9.36361 58.6202 8.03433	-13.3498 46.6663 8.81466	-15.0263 38.3006 5.30319	0.641571 35.2862 7.80319	2.98449 19.2669 7.10516	4.82743 3.41021 10.1377	-6.52889 35.5729 7.96444	-5.09084 19.4685 9.04865	-3.53384 3.50496 11.6505	
-2.91485 36.4721 7.96341	-2.76418 39.0979 9.93315	-2.74879 42.6859 10.5772	-2.77779 46.3238 10.8098	-2.73272 49.9646 10.6313	-2.54598 59.4557 8.80882	-2.11628 64.3999 8.10542	-1.37127 56.3736 8.33407	3.89734 58.5514 10.2318	8.22188 46.7422 11.3429	10.8644 38.5665 7.98129	-3.78988 56.4102 8.27715	-9.37458 58.6149 8.04615	-13.3722 46.6683 8.87687	-15.1126 38.2862 5.43639	0.626978 35.2821 7.82357	2.98038 19.2658 7.09271	4.82627 3.41169 10.1371	-6.54335 35.5702 7.98801	-5.09897 19.4647 9.04838	-3.53336 3.5023 11.6518	
-2.93144 36.4695 7.98173	-2.7792 39.0955 9.95105	-2.76261 42.6841 10.592	-2.78981 46.3223 10.82	-2.74343 49.9629 10.6399	-2.55372 59.4532 8.81323	-2.12877 64.395 8.09025	-1.38066 56.3704 8.33904	3.88733 58.5526 10.2335	8.20494 46.7432 11.3694	10.8417 38.5539 8.03654	-3.79929 56.4081 8.28366	-9.38476 58.6115 8.05958	-13.4008 46.6749 8.94447	-15.1968 38.2808 5.56241	0.610061 35.2787 7.84021	2.9738 19.2654 7.07882	4.82408 3.41418 10.1358	-6.56012 35.5683 8.00831	-5.10809 19.4622 9.04704	-3.53257 3.50104 11.6524	
-2.94833 36.4677 8.00182	-2.79374 39.0939 9.9707	-2.77616 42.6829 10.6093	-2.80212 46.3213 10.8337	-2.75386 49.9619 10.6518	-2.55951 59.4511 8.81996	-2.14069 64.39 8.07403	-1.38854 56.3673 8.34678	3.87972 58.5531 10.2364	8.19203 46.7435 11.39	10.8239 38.5446 8.07669	-3.80718 56.4064 8.29271	-9.39294 58.6098 8.07547	-13.4345 46.6852 9.00483	-15.285 38.2827 5.67327	0.592512 35.2752 7.85849	2.96819 19.2653 7.0627	4.82179 3.41743 10.1349	-6.57744 35.5683 8.03055	-5.11732 19.4613 9.0442	-3.5321 3.50151 11.6522	
-2.96613 36.4651 8.02242	-2.80824 39.0916 9.99059	-2.78906 42.681 10.6271	-2.81329 46.3196 10.8486	-2.76377 49.9601 10.665	-2.5664 59.4481 8.82729	-2.15343 64.3836 8.05618	-1.39732 56.3634 8.35497	3.87235 58.5499 10.2398	8.17963 46.7396 11.4046	10.8075 38.5333 8.10674	-3.81599 56.4036 8.30293	-9.40162 58.6081 8.09378	-13.4745 46.6972 9.06132	-15.3747 38.2892 5.77193	0.573592 35.2694 7.8776	2.96379 19.2638 7.04068	4.81992 3.42032 10.1339	-6.59601 35.5689 8.05318	-5.12801 19.4609 9.03919	-3.53265 3.50312 11.6533	
-2.98353 36.4597 8.0453	-2.82243 39.087 10.0123	-2.80171 42.6767 10.6469	-2.82465 46.3154 10.866	-2.77385 49.9557 10.6804	-2.57285 59.4421 8.83469	-2.1669 64.374 8.03716	-1.40606 56.3564 8.36369	3.86554 58.5423 10.2438	8.17096 46.7319 11.4148	10.7948 38.521 8.12509	-3.82476 56.398 8.31413	-9.40972 58.6047 8.11044	-13.5194 46.7096 9.11603	-15.4638 38.2995 5.85808	0.555209 35.2614 7.89872	2.95894 19.2604 7.01314	4.81917 3.42246 10.1323	-6.61406 35.5662 8.07875	-5.13682 19.4575 9.03903	-3.53209 3.50064 11.6528	
-3.00292 36.4546 8.06721	-2.83814 39.0828 10.0327	-2.81497 42.6727 10.6657	-2.83571 46.3116 10.8837	-2.78345 49.9517 10.6959	-2.57845 59.4362 8.84109	-2.1807 64.3642 8.01566	-1.41397 56.3494 8.37191	3.86002 58.5329 10.2481	8.16275 46.7216 11.4197	10.7837 38.5085 8.13305	-3.83268 56.3924 8.32457	-9.41686 58.6015 8.12565	-13.5693 46.7246 9.16996	-15.5495 38.3146 5.93322	0.534449 35.2523 7.91981	2.95416 19.2567 6.98146	4.81849 3.42536 10.1311	-6.6344 35.5651 8.10268	-5.1469 19.4559 9.03988	-3.53245 3.49979 11.652	
-3.02093 36.4491 8.09359	-2.85217 39.0783 10.0573	-2.82672 42.6687 10.6878	-2.84561 46.3078 10.9021	-2.79242 49.9478 10.7116	-2.58623 59.4304 8.8474	-2.19642 64.354 7.99241	-1.42321 56.3428 8.38004	3.85384 58.5221 10.2524	8.15344 46.7094 11.4207	10.7712 38.4966 8.13077	-3.84195 56.3865 8.33506	-9.42492 58.5992 8.1427	-13.6189 46.7398 9.21812	-15.6347 38.3324 5.99658	0.515224 35.2435 7.9441	2.94908 19.2538 6.94415	4.81592 3.4301 10.1307	-6.65319 35.5629 8.13249	-5.15798 19.4529 9.04248	-3.53421 3.49718 11.6512	
-3.04211 36.4439 8.1173	-2.86944 39.0732 10.0806	-2.84194 42.6638 10.7099	-2.85878 46.3029 10.923	-2.80409 49.9428 10.7299	-2.59395 59.4232 8.85495	-2.21152 64.3417 7.96769	-1.4335 56.3343 8.38961	3.84685 58.5123 10.2542	8.1454 46.6985 11.4155	10.7596 38.4884 8.11624	-3.85227 56.3796 8.34748	-9.43371 58.5968 8.1623	-13.6675 46.7536 9.26127	-15.7161 38.3503 6.04987	0.492608 35.2343 7.96624	2.94329 19.2515 6.90028	4.81225 3.43696 10.131	-6.67535 35.5618 8.15813	-5.16877 19.4519 9.05085	-3.53389 3.49642 11.6542	
-3.06182 36.4363 8.14429	-2.88402 39.0657 10.1069	-2.85444 42.6567 10.7339	-2.86973 46.2961 10.9435	-2.81453 49.9358 10.7477	-2.60319 59.4143 8.86302	-2.22693 64.3269 7.94147	-1.44436 56.3245 8.39944	3.83891 58.5017 10.2566	8.1377 46.6866 11.4039	10.7455 38.4793 8.09234	-3.86316 56.3706 8.36005	-9.44255 58.5936 8.18253	-13.7147 46.7659 9.2998	-15.7918 38.3677 6.09333	0.471141 35.2219 7.99064	2.93765 19.2468 6.84791	4.80897 3.44305 10.1295	-6.69621 35.5591 8.18817	-5.18003 19.4487 9.05388	-3.53323 3.4943 11.6566	
-3.08252 36.4268 8.17168	-2.89961 39.0564 10.1336	-2.86753 42.6479 10.7577	-2.88086 46.2874 10.9641	-2.825 49.927 10.7656	-2.61199 59.4033 8.86999	-2.24307 64.3098 7.91374	-1.45499 56.3124 8.40854	3.83081 58.4911 10.257	8.1287 46.6741 11.3887	10.7292 38.4717 8.05938	-3.87381 56.3595 8.37196	-9.45139 58.5873 8.19761	-13.7631 46.7762 9.33811	-15.8635 38.3857 6.12673	0.448466 35.2069 8.01653	2.93221 19.2408 6.78828	4.80606 3.44941 10.1275	-6.71825 35.5553 8.21764	-5.19052 19.4446 9.05793	-3.53151 3.49125 11.6591	
